19593.6	12.5307
18986	12.4266
18277.1	12.3219
17566.6	12.5171
17160.7	12.6144
16657.5	11.9111
15944.6	12.6063
15439.9	12.203
14731.9	11.8982
14023	11.7935
13516.8	11.6901
12907.2	11.9861
12300.6	11.682
11693.5	11.478
10985.6	11.1733
10683.6	10.7713
10075	10.8672
9264.21	10.8618
8760.01	10.3584
8053.61	9.75372
7548.39	9.45036
7144.02	9.24766
6740.14	8.94497
5932.4	8.33958
5427.69	7.93622
5126.68	7.33421
4723.32	6.93152
4522.14	6.63018
4220.63	6.12817
3919.12	5.62616
3617.61	5.12415
3316.1	4.62214
3014.09	4.22013
2612.24	3.51745
2411.57	3.11611
2211.92	2.51478
1808.55	2.11209
1507.55	1.51008
1002.33	1.20672
599.473	0.70403
1511.6	0.710111
2015.3	1.31347
2418.67	1.71616
3124.56	2.42086
3726.06	3.72487
4233.81	3.52826
4838.35	4.23229
5341.04	5.03564
6148.78	5.64103
6550.12	6.4437
7158.2	6.44776
7864.6	7.05246
8674.88	7.15787
8977.4	7.45988
9482.11	7.86325
9986.82	8.26661
10898.4	8.37269
11505	8.67673
12213.4	8.88146
12620.4	8.58417
13327.8	8.98889
14036.7	9.09361
14339.7	9.29563
15148	9.80102
15655.7	9.60441
16263.8	9.60846
16872.4	9.51252
17478.5	9.91656
18088.6	9.52062
18693.6	10.1247
19097.5	10.4274
19909.8	10.1328
20416.5	10.1361
21123.4	10.6409
21430	10.1429
22340.6	10.449
22848.9	10.1524
23352.6	10.7557
23760	10.3584
24874.8	10.3659
25278.2	10.7686
25785.4	10.6719
26494.4	10.7767
27103	10.6807
27611.7	10.2841
28115.9	10.7875
28928.8	10.3929
29637.2	10.5976
30347.6	10.4024
30651.7	10.4044
31257.7	10.8084
31865.8	10.8125
32574.7	10.9172
33081	11.0206
33589.2	10.724
34195.8	11.028
34312.4	8.02878
33704.3	8.02473
32894.5	7.81933
32388.3	7.71596
31880	8.01257
31272.9	7.80852
30463.2	7.60312
30159.1	7.60109
29042.8	7.89365
28334.3	7.68893
28233	7.68825
27220.5	7.4815
26712.8	7.67812
25700.3	7.47137
25294.4	7.56866
24686.8	7.46461
23976.9	7.55988
23369.3	7.45583
22761.7	7.35178
22358.4	6.94909
21545.6	7.34367
21038.8	7.34029
20330.4	7.13557
19623	6.73085
19316.9	7.12881
18609	6.82409
18102.8	6.72072
17394.3	6.516
16785.8	6.61194
16078.8	6.10723
15469.7	6.30317
15167.2	6.00115
14557.6	6.29708
13952.6	5.69305
13344.5	5.689
12636.6	5.38428
12029	5.28023
11522.2	5.27685
11018	4.77349
10207.8	4.66809
9601.7	4.26405
8996.15	3.76001
8286.71	3.75528
7779.97	3.7519
7173.91	3.34786
6669.2	2.9445
5859.94	2.6391
5353.2	2.63572
4851.53	1.63238
4040.24	1.72697
3434.68	1.22293
3031.32	0.820243
2120.71	0.514172
1716.83	0.211479
1108.75	0.207425
2528.12	0.116888
3135.7	0.220938
3439.24	0.322962
4147.66	0.527685
4957.43	0.733083
5464.68	0.636465
6073.27	0.540522
6478.16	0.643222
7388.26	1.04929
7794.16	0.951995
8502.58	1.15672
8906.96	1.35941
9819.09	1.36549
10119.1	2.16749
10932.4	1.67292
11437.6	1.97628
12044.2	2.28033
13159	2.28776
13766.1	2.49181
14373.7	2.59586
15081.6	2.90058
15387.1	2.60261
15891.9	3.00598
16804	3.01206
17411.1	3.21611
18019.2	3.22016
18626.2	3.42421
19234.8	3.32827
19842.4	3.43232
20551.3	3.53704
20854.9	3.63907
21666.2	3.54447
22373.6	3.94919
22880.3	3.95257
23487.9	4.05662
23995.1	3.96
24601.7	4.26405
25311.6	4.16878
25920.2	4.07284
26526.3	4.47688
27033.5	4.38026
27742.5	4.48498
28857.3	4.49242
29465.9	4.39647
30072.5	4.70052
30882.2	4.90592
31187.8	4.60795
31794.9	4.812
32403.5	4.71606
33213.2	4.92146
33517.3	4.92348
34227.2	4.82822
