305.085	0.402034
508.475	0.80339
813.559	1.40542
813.559	2.00542
1220.34	3.70814
1627.12	5.31085
2033.9	8.11356
2440.68	10.5163
2745.76	13.4183
3254.24	16.3217
3254.24	18.4217
3762.71	19.3251
3966.1	19.8264
4372.88	20.2292
5084.75	20.0339
5389.83	20.1359
6101.69	19.7407
6813.56	19.7454
7220.34	19.7481
8033.9	20.0536
8542.37	19.8569
16678	17.2112
15355.9	17.0024
14847.5	17.299
13627.1	16.8908
12508.5	17.0834
11186.4	17.1746
10678	17.0712
10067.8	16.8671
9457.63	16.9631
8847.46	16.959
8135.59	16.9542
7627.12	17.1508
7016.95	17.3468
6508.47	17.1434
5796.61	17.3386
5288.14	17.3353
4983.05	17.7332
4677.97	17.2312
4271.19	16.3285
4169.49	15.0278
3762.71	13.9251
3254.24	11.5217
3050.85	9.42034
2745.76	7.51831
2440.68	5.21627
2135.59	4.21424
1728.81	2.81153
1423.73	1.90949
1322.03	1.20881
813.559	0.605424
1627.12	1.21085
2033.9	1.71356
2440.68	2.61627
2644.07	3.51763
3050.85	4.52034
3457.63	6.02305
3559.32	7.22373
3966.1	8.72644
4169.49	10.1278
4677.97	11.5312
4881.36	12.8325
5084.75	13.7339
5694.92	14.538
6000	15.14
6813.56	15.2454
7932.2	15.0529
8542.37	15.2569
9152.54	15.061
9661.02	14.9644
10372.9	15.0692
10881.4	14.7725
11491.5	14.8766
12000	14.78
12610.2	14.9841
13525.4	14.8902
13932.2	14.8929
14440.7	14.7963
14542.4	12.5969
13932.2	12.4929
13322	12.6888
12711.9	12.4847
12203.4	12.7814
11389.8	12.4759
10983.1	12.5732
10372.9	12.7692
9762.71	12.7651
9152.54	12.561
8338.98	12.5556
7728.81	12.7515
7118.64	12.3475
6711.86	11.5447
6508.47	11.1434
6203.39	10.5414
5898.31	9.33932
5491.53	8.23661
5186.44	7.23458
4983.05	6.63322
4779.66	5.83186
4271.19	4.82847
4067.8	3.92712
3661.02	3.42441
3355.93	2.32237
3050.85	1.92034
2440.68	1.11627
1830.51	0.612203
1016.95	0.10678
2644.07	0.317627
3457.63	0.623051
4169.49	0.827797
4881.36	1.23254
5593.22	1.43729
5796.61	2.23864
6203.39	2.74136
6813.56	3.44542
7118.64	4.14746
7525.42	4.55017
7627.12	5.25085
8237.29	5.65492
8338.98	6.55559
8745.76	7.05831
9254.24	7.96169
9762.71	8.96508
10372.9	9.26915
11288.1	9.57525
11898.3	9.77932
12610.2	9.78407
13220.3	9.68814
13932.2	9.59288
14440.7	9.69627
15050.8	9.50034
16169.5	10.0078
17389.8	9.81593
18610.2	9.82407
19220.3	9.42814
19423.7	6.92949
18610.2	6.72407
18101.7	7.02068
17491.5	6.91661
17084.7	6.9139
16474.6	7.00983
15864.4	6.90576
15355.9	6.80237
15050.8	6.20034
14644.1	5.99763
13830.5	5.4922
13322	4.58881
12915.3	4.0861
12610.2	3.98407
12101.7	3.78068
11491.5	2.97661
10881.4	2.47254
10169.5	2.0678
9661.02	1.66441
9254.24	1.26169
8644.07	0.957627
7932.2	0.752881
7322.03	0.748814
6610.17	0.344068
6000	0.24
5084.75	0.133898
4372.88	0.129153
6406.78	-0.0572881
7220.34	0.148136
7728.81	0.151525
8440.68	0.156271
8949.15	0.159661
9559.32	0.263729
10983.1	0.37322
11593.2	0.677288
12610.2	0.884068
13118.6	1.18746
14033.9	1.79356
14949.2	1.99966
15559.3	2.00373
16169.5	2.6078
16881.4	3.11254
17389.8	3.41593
18000	3.82
18711.9	4.02475
19322	4.32881
19830.5	4.2322
20542.4	4.83695
21050.8	5.24034
21661	4.84441
22271.2	4.84847
22881.4	5.15254
23491.5	5.15661
23898.3	4.95932
24610.2	4.86407
25322	5.06881
25830.5	5.1722
26339	4.77559
26949.2	4.87966
27661	4.88441
28169.5	4.7878
28576.3	4.99051
29288.1	4.99525
