0.58092,3.157,6.314,12.086,12.508,-12.5
0.63554,3.7576,7.5153,10.885,11.919,-11.911
0.71901,4.1086,8.2173,10.183,11.032,-11.024
0.82993,4.71,9.42,8.98,9.8947,-9.8874
0.91269,5.311,10.622,7.7781,9.0845,-9.0774
1.0249,5.4623,10.925,7.4754,8.0516,-8.0449
1.052,5.8126,11.625,6.7747,7.813,-7.8063
1.1082,5.8633,11.727,6.6734,7.3344,-7.3279
1.2761,6.2153,12.431,5.9693,6.0324,-6.0262
1.3034,6.5156,13.031,5.3687,5.8381,-5.832
1.4152,6.817,13.634,4.766,5.0963,-5.0903
1.4711,6.9676,13.935,4.4647,4.7554,-4.7495
1.5551,7.1187,14.237,4.1626,4.2781,-4.2723
1.6676,7.17,14.34,4.0599,3.7065,-3.7008
1.8358,7.422,14.844,3.5559,2.9767,-2.9712
2.2009,7.7264,15.453,2.9471,1.8239,-1.8184
2.3127,8.0277,16.055,2.3445,1.5663,-1.5609
2.5379,8.0305,16.061,2.3391,1.1485,-1.1432
2.7063,8.2325,16.465,1.935,0.9093,-0.90398
2.8755,8.1345,16.269,2.131,0.71776,-0.71247
3.0438,8.3366,16.673,1.7269,0.56729,-0.56201
3.1844,8.3882,16.776,1.6235,0.46605,-0.46079
3.3534,8.3902,16.78,1.6195,0.36748,-0.36222
3.4942,8.342,16.684,1.7161,0.30197,-0.29673
3.6913,8.3443,16.689,1.7114,0.22899,-0.22375
3.8598,8.4963,16.993,1.4073,0.18124,-0.17601
4.873,8.6085,17.217,1.183,0.046302,-0.041076
5.0138,8.6102,17.22,1.1796,0.038829,-0.033603
5.2108,8.6126,17.225,1.1749,0.030359,-0.025133
5.3799,8.5646,17.129,1.2708,0.024947,-0.019721
5.5204,8.6662,17.332,1.0675,0.021402,-0.016176
5.7179,8.5186,17.037,1.3627,0.017452,-0.012227
0.38963,1.1047,2.2094,13.991,11.137,-11.128
0.44452,1.6054,3.2107,12.989,10.799,-10.791
0.52771,2.0564,4.1127,12.087,10.273,-10.266
0.63934,2.4077,4.8154,11.385,9.5531,-9.546
0.66636,2.808,5.616,10.584,9.3775,-9.3705
0.77756,3.3093,6.6187,9.5813,8.6572,-8.6507
0.83246,3.81,7.62,8.58,8.3051,-8.2987
0.94437,4.0614,8.1227,8.0773,7.6006,-7.5946
0.9994,4.512,9.024,7.176,7.2633,-7.2575
1.0551,4.7127,9.4254,6.7746,6.929,-6.9232
1.1668,5.064,10.128,6.072,6.2832,-6.2777
1.2788,5.2653,10.531,5.6693,5.6735,-5.6682
1.335,5.316,10.632,5.5679,5.3824,-5.3773
1.4186,5.617,11.234,4.9659,4.968,-4.9629
1.4742,5.8677,11.735,4.4646,4.7059,-4.7009
1.5868,5.869,11.738,4.4619,4.2079,-4.2031
1.6988,6.0704,12.141,4.0592,3.7531,-3.7483
1.8949,6.4227,12.845,3.3545,3.0561,-3.0515
1.9508,6.5735,13.147,3.0531,2.8786,-2.8741
2.063,6.7248,13.45,2.7505,2.5506,-2.5461
2.2033,6.8765,13.753,2.4471,2.1858,-2.1814
2.4844,7.0298,14.06,2.1403,1.5956,-1.5913
2.6529,7.1818,14.364,1.8363,1.3172,-1.3129
2.8774,7.4345,14.869,1.3309,1.0174,-1.0131
2.9905,7.2859,14.572,1.6282,0.89203,-0.88779
3.159,7.4379,14.876,1.3242,0.73328,-0.72907
3.3833,7.7406,15.481,0.7188,0.56392,-0.55973
3.5242,7.6923,15.385,0.8154,0.47752,-0.47334
3.6939,7.4444,14.889,1.3113,0.39134,-0.38716
3.8908,7.4967,14.993,1.2066,0.30992,-0.30575
4.0311,7.6484,15.297,0.9032,0.26296,-0.2588
4.2286,7.5008,15.002,1.1985,0.20807,-0.20392
4.3402,7.8521,15.704,0.4958,0.18269,-0.17854
4.5371,7.9044,15.809,0.3911,0.14491,-0.14076
4.6216,7.9055,15.811,0.389,0.13117,-0.12702
4.903,7.9588,15.918,0.2823,0.094738,-0.090596
5.1282,7.9615,15.923,0.2769,0.07296,-0.06882
5.3817,7.9146,15.829,0.3708,0.054888,-0.05075
5.5226,7.8663,15.733,0.4674,0.04695,-0.042813
0.27843,0.60336,1.2067,12.993,8.0872,-8.0803
0.41876,0.75504,1.5101,12.69,7.6154,-7.609
0.50238,1.056,2.1121,12.088,7.3203,-7.3143
0.61442,1.2574,2.5148,11.685,6.9141,-6.9083
0.66988,1.5581,3.1161,11.084,6.7102,-6.7047
0.72562,1.7587,3.5175,10.683,6.5044,-6.499
0.83725,2.1101,4.2201,9.9799,6.0919,-6.0868
0.92114,2.3111,4.6221,9.5779,5.7843,-5.7793
1.0049,2.5621,5.1242,9.0758,5.4812,-5.4764
1.0886,2.8131,5.6262,8.5738,5.1835,-5.1788
1.1724,3.0641,6.1282,8.0718,4.8927,-4.8881
1.2562,3.3151,6.6302,7.5698,4.6103,-4.6059
1.312,3.4658,6.9315,7.2685,4.4269,-4.4225
1.4241,3.6671,7.3342,6.8658,4.0714,-4.0672
1.5077,3.9681,7.9362,6.2638,3.8184,-3.8143
1.6479,4.1698,8.3396,5.8604,3.4191,-3.4152
1.8723,4.4725,8.945,5.255,2.8441,-2.8403
1.9845,4.6238,9.2477,4.9523,2.5868,-2.583
2.0968,4.7252,9.4504,4.7496,2.3479,-2.3442
2.2371,4.8769,9.7537,4.4463,2.0769,-2.0733
2.4333,5.1792,10.358,3.8416,1.7423,-1.7387
2.5734,5.4309,10.862,3.3382,1.5346,-1.5311
2.7986,5.4336,10.867,3.3328,1.2464,-1.2429
2.9677,5.3857,10.771,3.4287,1.064,-1.0606
3.0516,5.5866,11.173,3.0267,0.98293,-0.97953
3.2482,5.739,11.478,2.722,0.81595,-0.81258
3.4168,5.841,11.682,2.518,0.6941,-0.69074
3.5853,5.9931,11.986,2.2139,0.59057,-0.58723
3.7547,5.845,11.69,2.5099,0.5011,-0.49778
3.8953,5.8967,11.793,2.4065,0.43758,-0.43426
4.0922,5.9491,11.898,2.3018,0.36102,-0.35771
4.2889,6.1015,12.203,1.997,0.29832,-0.29502
4.4291,6.3031,12.606,1.5937,0.25999,-0.2567
4.6271,5.9555,11.911,2.2889,0.21434,-0.21106
4.7669,6.3072,12.614,1.5856,0.18707,-0.18379
4.8796,6.2585,12.517,1.6829,0.16743,-0.16416
5.077,6.1609,12.322,1.8781,0.13818,-0.13491
5.2739,6.2133,12.427,1.7734,0.11418,-0.11091
5.4427,6.2653,12.531,1.6693,0.096789,-0.093518
5.6116,6.2674,12.535,1.6653,0.082355,-0.079086
5.7523,6.2691,12.538,1.6619,0.07204,-0.068773
5.893,6.3208,12.642,1.5585,0.062902,-0.059636
6.118,6.3735,12.747,1.4531,0.050714,-0.047449
6.2872,6.2755,12.551,1.6491,0.043391,-0.040127
6.4561,6.2775,12.555,1.645,0.037192,-0.033928
0.41989,0.35506,0.71011,11.69,5.5608,-5.5553
0.55981,0.65673,1.3135,11.087,5.3258,-5.3206
0.67185,0.85808,1.7162,10.684,5.1248,-5.1199
0.86793,1.2104,2.4209,9.9791,4.7534,-4.7489
1.035,1.8624,3.7249,8.6751,4.425,-4.4207
1.1761,1.7641,3.5283,8.8717,4.1448,-4.1408
1.344,2.1161,4.2323,8.1677,3.8131,-3.8093
1.4836,2.5178,5.0356,7.3644,3.5424,-3.5388
1.708,2.8205,5.641,6.759,3.1241,-3.1206
1.8195,3.2218,6.4437,5.9563,2.9257,-2.9224
1.9884,3.2239,6.4478,5.9522,2.6401,-2.6368
2.1846,3.5262,7.0525,5.3475,2.3309,-2.3277
2.4097,3.5789,7.1579,5.2421,2.0099,-2.0069
2.4937,3.7299,7.4599,4.9401,1.8988,-1.8958
2.6339,3.9316,7.8632,4.5368,1.7242,-1.7213
2.7741,4.1333,8.2666,4.1334,1.5637,-1.5608
3.0273,4.1863,8.3727,4.0273,1.3045,-1.3017
3.1958,4.3384,8.6767,3.7233,1.1542,-1.1514
3.3926,4.4407,8.8815,3.5185,0.99749,-0.99473
3.5057,4.2921,8.5842,3.8158,0.9169,-0.91417
3.7022,4.4944,8.9889,3.4111,0.79049,-0.78779
3.8991,4.5468,9.0936,3.3064,0.68026,-0.67758
3.9833,4.6478,9.2956,3.1044,0.63792,-0.63525
4.2078,4.9005,9.801,2.599,0.53611,-0.53345
4.3488,4.8022,9.6044,2.7956,0.48065,-0.478
4.5177,4.8042,9.6085,2.7915,0.42136,-0.41873
4.6868,4.7563,9.5125,2.8875,0.36885,-0.36623
4.8551,4.9583,9.9166,2.4834,0.32338,-0.32076
5.0246,4.7603,9.5206,2.8794,0.28287,-0.28026
5.1927,5.0624,10.125,2.2753,0.24752,-0.24492
5.3049,5.2137,10.427,1.9726,0.22665,-0.22405
5.5305,5.0664,10.133,2.2672,0.18959,-0.18699
5.6712,5.0681,10.136,2.2639,0.16942,-0.16683
5.8676,5.3205,10.641,1.7591,0.14514,-0.14255
5.9528,5.0714,10.143,2.2571,0.13574,-0.13315
6.2057,5.2245,10.449,1.951,0.11095,-0.10837
6.3469,5.0762,10.152,2.2476,0.099161,-0.096578
6.4868,5.3778,10.756,1.6443,0.088946,-0.086365
6.6,5.1792,10.358,2.0416,0.08143,-0.07885
6.9097,5.1829,10.366,2.0341,0.063712,-0.061135
7.0217,5.3843,10.769,1.6314,0.058332,-0.055755
7.1626,5.336,10.672,1.7281,0.052375,-0.049799
7.3596,5.3883,10.777,1.6233,0.045078,-0.042503
7.5286,5.3403,10.681,1.7193,0.039541,-0.036966
7.6699,5.1421,10.284,2.1159,0.035429,-0.032855
7.81,5.3937,10.787,1.6125,0.031817,-0.029244
8.0358,5.1964,10.393,2.0071,0.026974,-0.024401
8.2326,5.2988,10.598,1.8024,0.023393,-0.02082
8.4299,5.2012,10.402,1.9976,0.020254,-0.017681
8.5144,5.2022,10.404,1.9956,0.019049,-0.016477
8.6827,5.4042,10.808,1.5916,0.016896,-0.014324
8.8516,5.4062,10.812,1.5875,0.015069,-0.012497
9.0485,5.4586,10.917,1.4828,0.013258,-0.010686
9.1892,5.5103,11.021,1.3794,0.012119,-0.0095473
9.3303,5.362,10.724,1.676,0.011106,-0.0085345
0.4769,0.10574,0.21148,9.3885,2.4169,-2.4134
0.58909,0.25709,0.51417,9.0858,2.3799,-2.3765
0.84203,0.41012,0.82024,8.7798,2.2856,-2.2824
0.95408,0.61147,1.2229,8.3771,2.2396,-2.2365
1.1223,0.86348,1.727,7.873,2.1664,-2.1634
1.3476,0.81619,1.6324,7.9676,2.0617,-2.0589
1.487,1.3179,2.6357,6.9643,1.9942,-1.9915
1.6278,1.3196,2.6391,6.9609,1.9243,-1.9216
1.8526,1.4723,2.9445,6.6555,1.8103,-1.8077
1.9928,1.6739,3.3479,6.2521,1.7385,-1.736
2.1611,1.876,3.7519,5.8481,1.6522,-1.6497
2.3019,1.8776,3.7553,5.8447,1.5803,-1.5779
2.4989,1.88,3.76,5.84,1.4809,-1.4786
2.6671,2.132,4.2641,5.3359,1.3978,-1.3955
2.8355,2.334,4.6681,4.9319,1.3165,-1.3143
3.0606,2.3867,4.7735,4.8265,1.2114,-1.2093
3.2006,2.6384,5.2768,4.3232,1.1486,-1.1465
3.3414,2.6401,5.2802,4.3198,1.0875,-1.0854
3.5102,2.6921,5.3843,4.2157,1.0167,-1.0147
3.7068,2.8445,5.689,3.911,0.93831,-0.93632
3.8757,2.8465,5.6931,3.9069,0.87473,-0.87276
4.0438,3.1485,6.2971,3.3029,0.81466,-0.81272
4.2131,3.0006,6.0011,3.5988,0.75719,-0.75528
4.2971,3.1516,6.3032,3.2968,0.72987,-0.72797
4.4663,3.0536,6.1072,3.4928,0.67739,-0.67551
4.6627,3.306,6.6119,2.9881,0.62067,-0.61881
4.8317,3.258,6.516,3.084,0.57486,-0.57302
5.0286,3.3604,6.7207,2.8793,0.52512,-0.52329
5.1692,3.412,6.8241,2.7759,0.49205,-0.49023
5.3658,3.5644,7.1288,2.4712,0.44908,-0.44728
5.4508,3.3654,6.7309,2.8691,0.43146,-0.42966
5.6473,3.5678,7.1356,2.4644,0.393,-0.39121
5.8441,3.6701,7.3403,2.2597,0.35772,-0.35594
5.9849,3.6718,7.3437,2.2563,0.33451,-0.33274
6.2107,3.4745,6.9491,2.6509,0.29995,-0.29819
6.3227,3.6759,7.3518,2.2482,0.28398,-0.28223
6.4915,3.7279,7.4558,2.1442,0.26145,-0.2597
6.6603,3.7799,7.5599,2.0401,0.24079,-0.23905
6.8574,3.7323,7.4646,2.1354,0.21866,-0.21693
7.0262,3.7843,7.5687,2.0313,0.20113,-0.1994
7.139,3.7357,7.4714,2.1286,0.19015,-0.18842
7.4202,3.8391,7.6781,1.9219,0.16532,-0.1636
7.5613,3.7407,7.4815,2.1185,0.15426,-0.15254
7.8425,3.8441,7.6883,1.9117,0.13405,-0.13234
7.8706,3.8445,7.6889,1.9111,0.13217,-0.13046
8.0674,3.9468,7.8937,1.7063,0.11968,-0.11797
8.3775,3.8005,7.6011,1.9989,0.10252,-0.10081
8.462,3.8016,7.6031,1.9969,0.09832,-0.096617
8.6869,3.9043,7.8085,1.7915,0.087851,-0.086151
8.8556,4.0063,8.0126,1.5874,0.080685,-0.078986
8.9968,3.858,7.716,1.884,0.075137,-0.07344
9.1374,3.9097,7.8193,1.7807,0.070023,-0.068326
9.3623,4.0124,8.0247,1.5753,0.062636,-0.060942
0.70226,0.058444,0.11689,7.2831,0.70603,-0.70387
0.87103,0.11047,0.22094,7.1791,0.70317,-0.70104
0.95534,0.16148,0.32296,7.077,0.70147,-0.69936
1.1521,0.26384,0.52768,6.8723,0.69682,-0.69474
1.3771,0.36654,0.73308,6.6669,0.69035,-0.68832
1.518,0.31823,0.63646,6.7635,0.6857,-0.6837
1.687,0.27026,0.54052,6.8595,0.67953,-0.67756
1.7995,0.32161,0.64322,6.7568,0.67508,-0.67313
2.0523,0.52465,1.0493,6.3507,0.66411,-0.6622
2.165,0.476,0.952,6.448,0.6588,-0.65691
2.3618,0.57836,1.1567,6.2433,0.64898,-0.64712
2.4742,0.67971,1.3594,6.0406,0.64306,-0.64122
2.7275,0.68275,1.3655,6.0345,0.62895,-0.62715
2.8109,1.0837,2.1675,5.2325,0.62409,-0.6223
3.0368,0.83646,1.6729,5.7271,0.61039,-0.60863
3.1771,0.98814,1.9763,5.4237,0.60155,-0.59982
3.3456,1.1402,2.2803,5.1197,0.59064,-0.58893
3.6553,1.1439,2.2878,5.1122,0.56982,-0.56815
3.8239,1.2459,2.4918,4.9082,0.55811,-0.55646
3.9927,1.2979,2.5959,4.8041,0.54619,-0.54456
4.1893,1.4503,2.9006,4.4994,0.53209,-0.53048
4.2742,1.3013,2.6026,4.7974,0.52594,-0.52434
4.4144,1.503,3.006,4.394,0.51573,-0.51414
4.6678,1.506,3.0121,4.3879,0.4971,-0.49555
4.8364,1.6081,3.2161,4.1839,0.48464,-0.48309
5.0053,1.6101,3.2202,4.1798,0.47213,-0.4706
5.1739,1.7121,3.4242,3.9758,0.45964,-0.45813
5.343,1.6641,3.3283,4.0717,0.44716,-0.44566
5.5118,1.7162,3.4323,3.9677,0.43475,-0.43327
5.7087,1.7685,3.537,3.863,0.42037,-0.4189
5.793,1.8195,3.6391,3.7609,0.41425,-0.41279
6.0184,1.7722,3.5445,3.8555,0.39802,-0.39658
6.2149,1.9746,3.9492,3.4508,0.38408,-0.38265
6.3556,1.9763,3.9526,3.4474,0.37422,-0.3728
6.5244,2.0283,4.0566,3.3434,0.36255,-0.36114
6.6653,1.98,3.96,3.44,0.35294,-0.35154
6.8338,2.132,4.2641,3.136,0.34161,-0.34022
7.031,2.0844,4.1688,3.2312,0.32861,-0.32723
7.2001,2.0364,4.0728,3.3272,0.3177,-0.31633
7.3684,2.2384,4.4769,2.9231,0.30707,-0.30571
7.5093,2.1901,4.3803,3.0197,0.29833,-0.29698
7.7062,2.2425,4.485,2.915,0.28638,-0.28504
8.0159,2.2462,4.4924,2.9076,0.26824,-0.26692
8.185,2.1982,4.3965,3.0035,0.25871,-0.25739
8.3535,2.3503,4.7005,2.6995,0.24945,-0.24813
8.5784,2.453,4.9059,2.4941,0.23744,-0.23614
8.6633,2.304,4.6079,2.7921,0.23303,-0.23173
8.8319,2.406,4.812,2.588,0.22444,-0.22315
9.001,2.358,4.7161,2.6839,0.2161,-0.21481
9.2259,2.4607,4.9215,2.4785,0.20538,-0.2041
9.3104,2.4617,4.9235,2.4765,0.20147,-0.20019
9.5076,2.4141,4.8282,2.5718,0.19257,-0.19129
